x_t,y_t,z_t,x_next
-7.8528771399714685,-6.549018761723781,27.921221426680464,-7.310095292161701
-7.788589938385293,-6.521680981877237,27.805235077840024,-7.269832044590881
-7.726218494668295,-6.498953938502053,27.687764699799697,-7.232419399864774
-7.665893264000676,-6.4807962025354735,27.56908501972215,-7.197909226380676
-7.60773614266213,-6.467158784453434,27.449464690246337,-7.166346826306156
-7.551860509827419,-6.457986053350061,27.329166071340644,-7.137771199616644
-7.498371372518055,-6.4532166429615465,27.208445189651723,-7.112215305296798
-7.447365480949066,-6.452784244910266,27.087551657770526,-7.089706366187429
-7.3989315457338485,-6.456618389521288,26.96672876396718,-7.0702660794746395
-7.35315040398544,-6.464645112032728,26.846213487927717,-7.053910928724765
-7.310095292161701,-6.476787585476125,26.72623669872441,-7.040652367840828
-7.269832044590881,-6.4929666663019265,26.607023233235072,-7.030497096016092
-7.232419399864774,-6.513101367420801,26.488792170981732,-7.023447238298197
-7.197909226380676,-6.537109289012081,26.371756964557086,-7.019500553308322
-7.166346826306156,-6.564906934797699,26.25612573587651,-7.018650614655987
-7.137771199616644,-6.59641002363919,26.142101478078228,-7.020886951768137
-7.112215305296798,-6.631533675348092,26.029882306645526,-7.026195212595135
-7.089706366187429,-6.670192582891945,25.91966174467342,-7.034557251989733
-7.0702660794746395,-6.712301105611096,25.811628905060537,-7.045951257238021
-7.053910928724765,-6.757773295616709,25.70596881821954,-7.060351793953465
-7.040652367840828,-6.806522906006446,25.602862575830912,-7.0777298852324595
-7.030497096016092,-6.858463303922071,25.502487631216088,-7.098053019660816
-7.023447238298197,-6.913507374220616,25.405017944267964,-7.1212851810166855
-7.019500553308322,-6.9715673620255165,25.310624199992386,-7.147386820626212
-7.018650614655987,-7.032554662199285,25.21947396583011,-7.176314839264018
-7.020886951768137,-7.096379611960205,25.13173181725829,-7.208022524098704
-7.026195212595135,-7.162951183078534,25.047559482697114,-7.242459488196084
-7.034557251989733,-7.232176722426654,24.967115886184704,-7.279571572142861
-7.045951257238021,-7.303961577760151,24.890557251820788,-7.319300748030677
-7.060351793953465,-7.378208781077738,24.818037069981276,-7.361584987783618
-7.0777298852324595,-7.454818634014524,24.749706140593858,-7.406358138816867
-7.098053019660816,-7.533688337525777,24.68571246423609,-7.453549763578213
-7.1212851810166855,-7.61471155613695,24.62620120783922,-7.503084994432393
-7.147386820626212,-7.697778002420845,24.57131451858662,-7.554884351373879
-7.176314839264018,-7.782772998265606,24.52119140115948,-7.608863584343733
-7.208022524098704,-7.869577026182802,24.47596744747265,-7.664933478481636
-7.242459488196084,-7.9580653017405645,24.43577461883056,-7.722999692894344
-7.279571572142861,-8.048107311491043,24.400740883397845,-7.782962565389802
-7.319300748030677,-8.139566407874232,24.370989897750647,-7.8447169574123015
-7.361584987783618,-8.232299357807667,24.346640545568796,-7.9081520731196635
-7.406358138816867,-8.32615597284713,24.327806513720258,-7.973151320570584
-7.453549763578213,-8.420978694284713,24.314595727754785,-8.039592163193698
-7.503084994432393,-8.516602275000338,24.307109819702024,-8.107346007491286
-7.554884351373879,-8.612853428037347,24.305443457926323,-8.17627810771763
-7.608863584343733,-8.709550580601682,24.309683707655307,-8.24624749122652
-7.664933478481636,-8.806503614696409,24.31990925505934,-8.317106937859224
-7.722999692894344,-8.903513716836297,24.33618966676397,-8.388702957375973
-7.782962565389802,-9.000373241884398,24.358584511607233,-8.460875861320277
-7.8447169574123015,-9.096865683556084,24.387142531222267,-8.533459814453678
-7.9081520731196635,-9.19276569574555,24.421900668946716,-8.606283007210179
-7.973151320570584,-9.287839208838221,24.462883168976415,-8.679167814061302
-8.039592163193698,-9.38184364514435,24.510100531463237,-8.751931062901184
